X,Y,u_x_actual,u_y_actual,u_pred,v_pred,err_u,err_v,pct_err_u,pct_err_v
-0.46,-0.13,0.0007785292137989417,0.00046433198953670026,0.0010272413,0.0004060939,0.0002487121354213342,5.8238094101367005e-05,31.94641010421545,12.54233940665506
-0.44,-0.15,0.001243117,0.00082066854400958,0.0015347153,0.0005503036,0.0002915982948379517,0.0002703649358304876,23.457027362505034,32.944474088107796
-0.42,-0.17,0.001777806,0.001243588,0.002040714,0.00071806833,0.0002629080254974365,0.0005255196685199737,14.788341669306801,42.25834187206484
-0.4,-0.19,0.002378887,0.001694359,0.0025442876,0.00090548396,0.00016540059217262258,0.0007888750388946534,6.952856195885832,46.55890746262471
-0.38,-0.21,0.003014251,0.002129341,0.003047537,0.0011092164,3.328605859184274e-05,0.0010201246377620696,1.1042895429691402,47.90799772145793
-0.36,-0.25,0.003777452,0.002754172,0.003567677,0.0014800243,0.0002097750087757112,0.0012741476920337677,5.553346773849442,46.26245899071545
-0.36,-0.23,0.003640445,0.002524059,0.0035550036,0.0013262928,8.544144637107846e-05,0.0011977662467803954,2.347005554845038,47.45397182793253
-0.5,-0.09,8.478195752677583e-21,1.0972149289880004e-20,1.4252961e-05,0.0001991503,1.4252960681915275e-05,0.00019915029406547546,0.0,0.0
-0.48,-0.09,0.00036708795079352864,0.000152566750854064,0.0005201064,0.00022801757,0.0001530184542262315,7.545081773419282e-05,41.68441211307909,49.4542993881835
-0.46,-0.11,0.0007684985603865987,0.0003805564529867705,0.0010265857,0.00032925233,0.00025808713774114786,5.130412053781113e-05,33.58329488754218,13.481342947979035
-0.44,-0.13,0.001214823,0.0006845523085736994,0.0015338473,0.0004569739,0.00031902430219840996,0.00022757839824197334,26.260969886017133,33.24485147324167
-0.42,-0.15,0.001717763,0.001055295,0.0020405725,0.0006093569,0.000322809464466095,0.00044593809000968926,18.79243320912693,42.257197277509064
-0.4,-0.17,0.002280822,0.001467955,0.002544865,0.0007829182,0.0002640430121688842,0.0006850368150043487,11.576660176413776,46.666063673910216
-0.38,-0.19,0.002888821,0.001887311,0.0030465722,0.0009739958,0.00015775120840454083,0.0009133152250156403,5.460747080021255,48.392407240547016
-0.36,-0.21,0.003510475,0.002284078,0.0035488196,0.001179643,3.834457173347485e-05,0.0011044350246696474,1.0922901240850555,48.35364749669877
-0.34,-0.25,0.00422554,0.00287627,0.0040720105,0.0015528761,0.00015352948287963852,0.0013233939149570467,3.6333695309863008,46.01076793753877
-0.34,-0.23,0.004113737,0.002645587,0.0040566213,0.0013968647,5.711565710258496e-05,0.001248722347366333,1.388412946733954,47.200199704879594
-0.5,-0.07,-1.37e-19,2.118492773298627e-21,1.40070915e-05,0.00015353039,1.4007091522216934e-05,0.00015353038907051086,0.0,0.0
-0.48,-0.07,0.0003655999902911972,0.00011654609745244166,0.0005188957,0.0001726225,0.00015329569538156279,5.607640439768652e-05,41.929895911502655,48.115214171430594
-0.46,-0.09,0.0007618320040249853,0.0003037953463595555,0.0010251477,0.00025913492,0.00026331573204755503,4.4660427908246295e-05,34.56349046198895,14.70082687026702
-0.44,-0.11,0.001195967,0.0005619217602046146,0.0015318841,0.00037120283,0.00033591707421112057,0.00019071893370467563,28.087486879748404,33.94047841023784
-0.42,-0.13,0.001676794,0.0008850569704006228,0.002038885,0.00050818175,0.0003620909079608918,0.0003768752196262392,21.59423924232147,42.58202943203146
-0.4,-0.15,0.002209722,0.001256974,0.002544377,0.00066763535,0.00033465499913978587,0.000589338648580551,15.14466521760592,46.88550825876678
-0.38,-0.17,0.002789206,0.001651388,0.0030467138,0.0008460097,0.00025750776943588276,0.0008053782985095977,9.232296554499122,48.76978023999192
-0.36,-0.19,0.003395726,0.002040552,0.0035466999,0.0010399967,0.00015097388155364995,0.0010005552567977907,4.445997160950264,49.03355840957695
-0.34,-0.21,0.004002658,0.002405861,0.0040482543,0.0012468994,4.559634088706962e-05,0.0011589616336212158,1.1391515559677998,48.17242698648076
-0.32,-0.25,0.004677663,0.002973348,0.004575338,0.0016215928,0.00010232478536415131,0.0013517552101116178,2.1875193951370866,45.46239492019158
-0.32,-0.23,0.004586897,0.002741313,0.004556924,0.0014636405,2.9972895309448612e-05,0.0012776725187664032,0.6534460073868806,46.60804945536694
-0.5,-0.05,6.17560298369913e-20,-1.5500000000000001e-21,1.22226775e-05,0.00011186674,1.2222677469253479e-05,0.00011186674237251282,0.0,0.0
-0.48,-0.05,0.0003646424420638761,8.217530491061757e-05,0.00051679835,0.00012117624,0.00015215590517084985,3.9000937917751575e-05,41.727425998369114,47.46065495001578
-0.46,-0.07,0.0007573643645850159,0.00023193696798315869,0.0010230206,0.00019429252,0.00026565623072710264,3.764445246687756e-05,35.07641013353779,16.23046674888454
-0.44,-0.09,0.001183142,0.0004489708550501122,0.0015291981,0.0002919659,0.0003460561399059295,0.00015700495319845813,29.24891009751403,34.96996551834838
-0.42,-0.11,0.001648408,0.0007290084727864486,0.0020358488,0.00041394308,0.0003874407963676452,0.0003150653906922561,23.503938125005774,43.21834415558974
-0.4,-0.13,0.002158422,0.001060891,0.002542153,0.0005590953,0.0003837310008316039,0.0005017957067165375,17.77831215728916,47.29945929568047
-0.38,-0.15,0.002712377,0.001425393,0.0030460656,0.00072459504,0.00033368856892395,0.0007007979599170685,12.302440587128928,49.165244947678886
-0.36,-0.17,0.003299379,0.001798973,0.003546238,0.00090692565,0.00024685894555664077,0.0008920473515491485,7.481982080768557,49.58647803769976
-0.34,-0.19,0.003899948,0.002161366,0.004044678,0.0011031553,0.0001447300622005464,0.0010582106850776673,3.711076716934339,48.960272581213324
-0.32,-0.21,0.004492803,0.002501193,0.004546106,0.001310695,5.3302861663818285e-05,0.0011904980372600556,1.1864054948284686,47.59720810269562
-0.3,-0.25,0.005134733,0.003050064,0.0050777458,0.0016858913,5.6987234552383255e-05,0.0013641726995601653,1.1098383217274055,44.72603524254459
-0.3,-0.23,0.005061489,0.002816212,0.005056061,0.0015262961,5.42814937972997e-06,0.001289915861236572,0.10724412084526845,45.803222954684244
-0.5,-0.03,5.610900135448657e-20,-9.030000000000001e-21,9.190291e-06,7.31498e-05,9.190291166305486e-06,7.314980030059816e-05,0.0,0.0
-0.48,-0.03,0.00036406978663025737,4.889248469633548e-05,0.0005142018,7.265434e-05,0.00015013203326644063,2.3761851994567228e-05,41.237158033910674,48.60021359550212
-0.46,-0.05,0.0007544320063536422,0.00016347168331537232,0.0010205321,0.0001333803,0.0002661000950391038,3.0091389469241953e-05,35.27158084467172,18.407707597400304
-0.44,-0.07,0.001174395,0.00034294903948849526,0.0015262105,0.00021795928,0.00035181545708656316,0.0001249897547060856,29.957165782088918,36.44557654761373
-0.42,-0.09,0.001628568,0.0005837675959603022,0.0020321049,0.00032595173,0.0004035368796176911,0.0002578158707157801,24.778632492944176,44.16412841340927
-0.4,-0.11,0.002121393,0.0008776935211364295,0.0025383756,0.0004568696,0.00041698255646896356,0.00042082391893306036,19.65607298925581,47.9465677709665
-0.38,-0.13,0.002654089,0.00121046,0.0030435845,0.0006091818,0.00038949552558517446,0.000601278178653717,14.675300096762935,49.67352730810742
-0.36,-0.15,0.003221216,0.001563039,0.0035454258,0.0007797517,0.0003242098322715761,0.0007832873117580414,10.064827452476832,50.11310093721535
-0.34,-0.17,0.003809742,0.00191622,0.0040435195,0.0009652786,0.00023377749691772453,0.0009509414043140411,6.136307837058901,49.625899130269026
-0.32,-0.19,0.004402282,0.002255844,0.0045407526,0.001163099,0.00013847061950492817,0.0010927450388851165,3.1454282007587917,48.44062971043727
-0.3,-0.21,0.004982389,0.002575243,0.005042501,0.0013707168,6.0111793933868146e-05,0.0012045261599712372,1.2064853614173472,46.773301003875645
-0.28,-0.25,0.005597187,0.003110206,0.0055793,0.001745481,1.788677521896362e-05,0.0013647249559459685,0.3195672258040265,43.87892493120933
-0.28,-0.23,0.005538492,0.002874289,0.005554192,0.0015846044,1.5699768169403182e-05,0.0012896846174850463,0.28346647732637664,44.86969186066698
-0.5,-0.01,-3.02e-20,6.0942812214598e-20,5.3159893e-06,3.6414713e-05,5.315989255905182e-06,3.641471266746515e-05,0.0,0.0
-0.48,-0.01,0.0003638014775165295,1.623021838069074e-05,0.0005113669,2.6021153e-05,0.000147565396463039,9.79093435406573e-06,40.562066286917236,60.32533958824674
-0.46,-0.03,0.0007526509733231666,9.7238223089859e-05,0.0010181144,7.5321645e-05,0.00026546341466587755,2.1916578545257557e-05,35.27045391222728,22.53905701773693
-0.44,-0.05,0.001168577,0.00024178794921638313,0.0015232973,0.00014796108,0.0003547202800731658,9.382686914207283e-05,30.354891468270022,38.80543651830406
-0.42,-0.07,0.001614773,0.00044656280873745554,0.0020282567,0.0002431497,0.00041348365473938,0.0002034131109568464,25.60630223191619,45.55084010062235
-0.4,-0.09,0.002094732,0.0007049791838192219,0.002533786,0.0003605336,0.00043905399882125835,0.00034444558873407785,20.959912715385943,48.858972951235984
-0.38,-0.11,0.002610339,0.001006056,0.003039416,0.00049944595,0.00042907692574119553,0.0005066100549755096,16.43759395776547,50.356049263212945
-0.36,-0.13,0.003159291,0.001334591,0.0035430565,0.0006579496,0.0003837655476417543,0.0006766414033565521,12.147204788724885,50.70028221054631
-0.34,-0.15,0.003733443,0.001673606,0.0040426366,0.0008327514,0.0003091936031169892,0.0008408546066818237,8.28172823629527,50.2420884414745
-0.32,-0.17,0.004319734,0.002008274,0.0045387074,0.0010207631,0.00021897343513107258,0.0009875109306087494,5.069141644626094,49.172121463941146
-0.3,-0.19,0.004903553,0.00232901,0.0050352216,0.0012196079,0.0001316685766906741,0.0011094021103477477,2.685166790094328,47.634063844627015
-0.28,-0.21,0.005472464,0.002632176,0.0055377968,0.0014266968,6.533276556587239e-05,0.00120547922265625,1.1938455066286848,45.79781985156958
-0.26,-0.25,0.00606514,0.003156895,0.0060800053,0.0018001832,1.4865317926406746e-05,0.0013567117932033537,0.24509439067204952,42.97614564954976
-0.26,-0.23,0.006018474,0.002918815,0.0060515366,0.0016383454,3.3062649465560694e-05,0.0012804695796394348,0.5493527007936013,43.86950113794244
-0.5,0.01,1.4370278699266676e-19,-1.28e-20,1.0691583e-06,1.527369e-07,1.0691583156584256e-06,1.527369022369513e-07,0.0,0.0
-0.48,0.01,0.0003638014775165287,-1.62e-05,0.0005085729,-2.0004809e-05,0.00014477142873919337,3.8048089027404778e-06,39.794073879926984,23.486474708274553
-0.46,-0.01,0.0007518081986960976,3.227516231368944e-05,0.0010159537,1.9095838e-05,0.00026414552091983865,1.3179324243773666e-05,35.134695441997145,40.83426170155521
-0.44,-0.03,0.00116501,0.0001438482806482095,0.0015208088,8.079037e-05,0.0003557987861537934,6.305790994546597e-05,30.540406189972053,43.83640156233655
-0.42,-0.05,0.001605471,0.0003151333230757206,0.0020248368,0.00016443059,0.0004193658382453918,0.00015070273459191015,26.12104723444969,47.82189744995617
-0.4,-0.07,0.002075796,0.0005404194334629154,0.0025291145,0.00026930496,0.0004533184847869873,0.00027111447249680517,21.838296479374048,50.167417326122035
-0.38,-0.09,0.002577893,0.0008108179901657018,0.003034126,0.00039521605,0.0004562330135173798,0.0004156019424018774,17.697903424128924,51.257119038138676
-0.36,-0.11,0.00311114,0.001114029,0.003538791,0.0005412549,0.00042765109025001517,0.0005727741219558717,13.745800261319491,51.414650961139394
-0.34,-0.13,0.003670735,0.001435509,0.004040584,0.00070503727,0.00036984896816253656,0.0007304717339839935,10.07561069275054,50.88590416249522
-0.32,-0.15,0.00424744,0.001761064,0.0045378506,0.0008832328,0.00029041061836242686,0.0008778311978473662,6.837309493775706,49.84663804650861
-0.3,-0.17,0.004829299,0.002079661,0.0050321817,0.0010731332,0.00020288273980712934,0.0010065277995929718,4.201080525499236,48.39864764463881
-0.28,-0.19,0.005404473,0.002385002,0.0055284314,0.0012724213,0.00012395838575553902,0.0011125806697864535,2.293625775455609,46.649045568366546
-0.26,-0.21,0.005963733,0.002675387,0.0060322545,0.0014784858,6.852154688072234e-05,0.0011969012369270325,1.1489707349527944,44.737499170289475
-0.24,-0.25,0.006538491,0.003192715,0.0065799803,0.001849968,4.1489254173279234e-05,0.001342747013654709,0.6345386752582398,42.05658862926096
-0.24,-0.23,0.006501714,0.002952478,0.006548334,0.0016873963,4.6619913087845265e-05,0.001265081682279587,0.7170403540950167,42.84813239182771
-0.5,0.03,3.197871650332938e-20,2.158834686978192e-21,-2.4959445e-06,-3.7368387e-05,2.4959444999695146e-06,3.736838698387146e-05,0.0,0.0
-0.48,0.03,0.0003640697866302512,-4.89e-05,0.0005064793,-6.715581e-05,0.00014240950647773526,1.8255808210372922e-05,39.11599141358197,37.332941125507
-0.46,0.01,0.000751808198696094,-3.23e-05,0.0010141656,-3.6563724e-05,0.0002623573815765805,4.2637242794036875e-06,34.89685029128475,13.20038476595569
-0.44,-0.01,0.001163313,4.774969779039624e-05,0.0015189834,1.5310943e-05,0.000355670393907547,3.243875466371777e-05,30.573920682356935,67.93499470114361
-0.42,-0.03,0.001599717,0.00018758947078230888,0.0020221546,8.853525e-05,0.0004224376292304992,9.905422154906303e-05,26.4070225690231,52.803721411428285
-0.4,-0.05,0.002062838,0.0003819014531104748,0.0025249906,0.00018225983,0.00046215258842658997,0.00019964162525822564,22.403726731163083,52.275691446629345
-0.38,-0.07,0.002554339,0.000623060629621362,0.0030286238,0.00029599294,0.0004742847597465514,0.00032706768895707065,18.567807943524777,52.493717851476475
-0.36,-0.09,0.003074425,0.0009008272011337202,0.0035331286,0.00042957813,0.00045870364899635316,0.0004712490756568831,14.919981752566844,52.312926948009654
-0.34,-0.11,0.003620439,0.001202818,0.0040366575,0.00058189407,0.00041621851218795773,0.0006209239300899506,11.496354784266707,51.622434157948305
-0.32,-0.13,0.004186142,0.001516066,0.004536353,0.0007500462,0.00035021105166244473,0.0007660197765979766,8.365962063934877,50.526809294448704
-0.3,-0.15,0.004762314,0.001829208,0.0050313137,0.0009309761,0.00026899974716758715,0.0008982318773822784,5.648509257633729,49.10496112975006
-0.28,-0.17,0.005338583,0.002134255,0.0055243745,0.0011221617,0.00018579154462051387,0.0010120932539749144,3.480165890846201,47.42138376037139
-0.26,-0.19,0.005905599,0.002427228,0.006020829,0.0013214163,0.00011523008153533926,0.0011058116517810822,1.9512005731398163,45.55862291392
-0.24,-0.21,0.006456644,0.002707659,0.006526362,0.001525905,6.971815090751638e-05,0.0011817540167179106,1.079789297776312,43.64486136245039
-0.22,-0.25,0.007016989,0.003219814,0.0070792735,0.0018947683,6.228446229553184e-05,0.001325045672525406,0.8876237699037556,41.15286387739807
-0.22,-0.23,0.006988291,0.002977498,0.007044833,0.0017316565,5.654215348625206e-05,0.0012458415082435607,0.8090984403232788,41.84189236209598
-0.5,0.05,6.041260569508318e-20,6.92939445154979e-21,-4.131347e-06,-7.833913e-05,4.131346940994323e-06,7.83391296863556e-05,0.0,0.0
-0.48,0.05,0.00036464244206386656,-8.22e-05,0.0005061962,-0.00011730194,0.00014155372898143678,3.5101940917968744e-05,38.81987192172321,42.703091141081195
-0.46,0.03,0.0007526509733231535,-9.72e-05,0.0010132529,-9.319931e-05,0.00026060191082639787,4.0006873130798385e-06,34.62453648013918,4.1159334496706155
-0.44,0.01,0.001163313,-4.77e-05,0.0015178695,-4.966557e-05,0.00035455653210830686,1.9655702590942376e-06,30.47817157620579,4.1206923670738735
-0.42,-0.01,0.001596964,6.22858185446774e-05,0.0020204,1.4275312e-05,0.0004234360174999237,4.801050612097134e-05,26.5150634265972,77.08095878443594
-0.4,-0.03,0.002054741,0.00022753013711729057,0.0025219098,9.809807e-05,0.00046716877334976184,0.000129432067687893,22.736139170326663,56.88568087188004
-0.38,-0.05,0.002537969,0.00044103554061227505,0.0030237436,0.00020097941,0.00048577462945556624,0.00024005612901025478,19.14029010817572,54.43010979953969
-0.36,-0.07,0.003047202,0.0006939393951334792,0.0035269149,0.00032277405,0.0004797128647785185,0.0003711653425135451,15.742732670118965,53.48670865445699
-0.34,-0.09,0.003581111,0.0009755781614223548,0.004030861,0.00046331063,0.0004497499604835509,0.000512267532292945,12.558950573817759,52.50912254391581
-0.32,-0.11,0.00413564,0.001274353,0.004533056,0.00062096864,0.00039741616974830595,0.0006533843601493835,9.60954458677027,51.2718501191886
-0.3,-0.13,0.004703989,0.001579253,0.005030606,0.0007928163,0.00032661694201087995,0.0007864367186813355,6.943403609380888,49.79801961315479
-0.28,-0.15,0.005277601,0.001881457,0.0055235364,0.00097580627,0.00024593535430336017,0.0009056507339305878,4.659983850680645,48.13560628441616
-0.26,-0.17,0.005847792,0.002175327,0.006015744,0.0011677146,0.00016795206027793875,0.0010076124042053222,2.872059407686504,46.32004311100456
-0.24,-0.19,0.006407332,0.002458503,0.0065129474,0.001366429,0.00010561538054275517,0.0010920739691047667,1.64835192780326,44.420282143433084
-0.22,-0.21,0.006951445,0.002731283,0.0070204698,0.0015688799,6.902475493431124e-05,0.0011624030678348543,0.9929554924812215,42.55886584564303
-0.2,-0.25,0.007500286,0.003239979,0.0075778738,0.0019347034,7.758776642227162e-05,0.0013052755605258942,1.034464104732428,40.28654384876859
-0.2,-0.23,0.007478136,0.002995712,0.0075412802,0.001771234,6.314423982048054e-05,0.0012244780241127016,0.8443847480238462,40.8743572183408
-0.5,0.07,-2.01e-20,4.23777440688589e-20,-3.2447278e-06,-0.00012454763,3.2447278499603072e-06,0.00012454763054847723,0.0,0.0
-0.48,0.07,0.0003655999902911862,-0.000117,0.00050812215,-0.0001722239,0.00014252215583842193,5.522389578819275e-05,38.9830852361097,47.19991093007928
-0.46,0.05,0.0007544320063536218,-0.000163,0.0010139681,-0.00015253946,0.00025953613353323426,1.046053814888001e-05,34.4015274202965,6.417508066797552
-0.44,0.03,0.00116501,-0.000144,0.001517795,-0.00011557713,0.0003527850263023377,2.842286849021912e-05,30.281716577740763,19.73810311820772
-0.42,0.01,0.001596964,-6.23e-05,0.0020196587,-5.9589744e-05,0.0004226946847305298,2.710256385803219e-06,26.46864204393648,4.350331277372744
-0.4,-0.01,0.002050846,7.557835250214661e-05,0.0025199987,1.552701e-05,0.00046915269942665117,6.0051342538157355e-05,22.876056974860678,79.45574433691412
-0.38,-0.03,0.002527634,0.0002630349768091607,0.00301997,0.000108961016,0.0004923359103832245,0.00015407396086944815,19.478132925226696,58.57546503453538
-0.36,-0.05,0.003027989,0.0004920640878672186,0.00352104,0.00022020563,0.0004930510819778442,0.00027185845303483636,16.283119984182377,55.24858646221632
-0.34,-0.07,0.003551374,0.000753272690410759,0.0040239915,0.00034930184,0.0004726175251731873,0.0004039708455754776,13.308018957541146,53.62876561410883
-0.32,-0.09,0.004095263,0.001036316,0.0045275018,0.0004960038,0.00043223876191329953,0.0005403122232112885,10.554603255353797,52.13778646776548
-0.3,-0.11,0.004654813,0.001330876,0.005028248,0.0006583035,0.0003734348332519533,0.0006725725007781982,8.022552855548726,50.536075545595395
-0.28,-0.13,0.005223277,0.001627929,0.0055237263,0.00083307177,0.0003004493441085814,0.000794857231716156,5.75212350615488,48.826283684126025
-0.26,-0.15,0.005793076,0.001920798,0.0060150363,0.001017563,0.00022196025512123078,0.0009032349549751282,3.831474938723931,47.02394291201512
-0.24,-0.17,0.006357125,0.002205618,0.006506905,0.0012097321,0.00014977995967864997,0.0009958858549289702,2.3560958716188525,45.15223646746491
-0.22,-0.19,0.006909938,0.002481146,0.0070053637,0.0014074035,9.542570277404783e-05,0.0010737425011119843,1.3809921706106165,43.27607086048077
-0.2,-0.21,0.007448241,0.002748146,0.007514976,0.0016074479,6.673496502304036e-05,0.0011406981373748779,0.8959828907662944,41.5079161505567
-0.18,-0.25,0.007987972,0.00325469,0.008075904,0.0019699521,8.793210113334712e-05,0.0012847378637218477,1.1008063264786998,39.47343260715606
-0.18,-0.23,0.007971086,0.003008632,0.00803785,0.0018061996,6.676426073455762e-05,0.0012024324493713377,0.8375804844478859,39.96608589456397
-0.5,0.09,-2.07e-20,-8.97e-22,-4.0605664e-07,-0.00017737597,4.0605664253232793e-07,0.00017737597227096558,0.0,0.0
-0.48,0.09,0.0003670879507935107,-0.000153,0.00051162764,-0.0002332814,0.00014453969350695012,8.028140377998351e-05,39.37467661210559,52.471505738551315
-0.46,0.07,0.0007573643645849925,-0.000232,0.0010166764,-0.00021627173,0.0002593120613488454,1.572827172279358e-05,34.23874603486775,6.77942746672137
-0.44,0.05,0.001168577,-0.000242,0.0015193,-0.00018399209,0.0003507230435829162,5.8007912158966065e-05,30.01283129677515,23.97021163593639
-0.42,0.03,0.001599717,-0.000188,0.002020184,-0.00013442338,0.00042046695066261285,5.357662487030028e-05,26.283833369440522,28.498204718244835
-0.4,0.01,0.002050846,-7.56e-05,0.0025194958,-6.6801906e-05,0.0004686497852363588,8.798094367980951e-06,22.85153469526034,11.637690962937768
-0.38,-0.01,0.002522632,8.741574027598507e-05,0.0030177422,1.8518418e-05,0.0004951101867847444,6.88973222023309e-05,19.6267306045727,78.81569381533731
-0.36,-0.03,0.003015732,0.0002937944364663757,0.003516432,0.00012068078,0.0005006998978786467,0.00017311365724770198,16.602930826699676,58.92339532696174
-0.34,-0.05,0.003530078,0.0005350342715943963,0.004017066,0.00023951381,0.0004869882105083467,0.00029552045714508596,13.795395186971696,55.23393039186784
-0.32,-0.07,0.004064186,0.0008018263565573885,0.0045200735,0.0003753081,0.0004558875330581665,0.0004265182601485445,11.21719166047436,53.19334500050419
-0.3,-0.09,0.004614722,0.001084647,0.0050231926,0.00052750856,0.0004084706143169404,0.000557138443157196,8.851467419206193,51.36587693113023
-0.28,-0.11,0.00517655,0.001374669,0.0055225454,0.0006936714,0.00034599542708396887,0.0006809975946846009,6.683900031564822,49.5390231891896
-0.26,-0.13,0.005743357,0.001664696,0.00601618,0.00087071955,0.00027282291924285874,0.0007939764479598999,4.750234388056649,47.694981423629294
-0.24,-0.15,0.006308641,0.001949793,0.006506365,0.0010561347,0.00019772379258537268,0.0008936582992248535,3.134174104777442,45.83349613137669
-0.22,-0.17,0.00686674,0.00222741,0.0069985315,0.0012481138,0.00013179152036666905,0.0009792961889839172,1.9192734888268532,43.96569059957158
-0.2,-0.19,0.007413578,0.00249707,0.007498581,0.0014443286,8.500296241951023e-05,0.0010527414236736299,1.146584853083224,42.15906737390741
